	text	id	created_at	reply_settings	edit_history_tweet_ids	conversation_id	referenced_tweets	author_id	lang	public_metrics.retweet_count	public_metrics.reply_count	public_metrics.like_count	public_metrics.quote_count	public_metrics.impression_count	in_reply_to_user_id	geo.place_id
2041	RT @TomFitton: Obama knew. Clinton knew. Biden knew. Comey knew. Brennan knew. McCabe knew. Strzok knew.Clapper knew.Schiff knew.FBI knew.D…	1633662862324551680	2023-03-09T02:55:53.000Z	everyone	['1633662862324551680']	1633662862324551680	[{'type': 'retweeted', 'id': '1633625411845345280'}]	1090350603241312256	en	3316	0	0	0	0		
2042	RT @seanspicer: So glad we have CNN to give Michelle Obama a platform to share how she cried on Trump’s inauguration.  Where would we be wi…	1633662860701184000	2023-03-09T02:55:52.000Z	everyone	['1633662860701184000']	1633662860701184000	[{'type': 'retweeted', 'id': '1633452215808532485'}]	1291950111870914560	en	160	0	0	0	0		
2043	RT @SUBRATA30016572: Melania Trump is a far better First Lady than Jill Biden &amp; Michelle Obama was. Drop a ❤ if you Agree!! https://t.co/p4…	1633662845555539969	2023-03-09T02:55:49.000Z	everyone	['1633662845555539969']	1633662845555539969	[{'type': 'retweeted', 'id': '1633650499647057920'}]	1585910881795325952	en	138	0	0	0	0		
2044	RT @TomFitton: Obama knew. Clinton knew. Biden knew. Comey knew. Brennan knew. McCabe knew. Strzok knew.Clapper knew.Schiff knew.FBI knew.D…	1633662843806445568	2023-03-09T02:55:48.000Z	everyone	['1633662843806445568']	1633662843806445568	[{'type': 'retweeted', 'id': '1633625411845345280'}]	1594708096080830473	en	3316	0	0	0	0		
2045	@davidhogg111 Obama’s fired up ready to go	1633662843731017728	2023-03-09T02:55:48.000Z	everyone	['1633662843731017728']	1633524975603953664	[{'type': 'replied_to', 'id': '1633524975603953664'}]	13018962	en	0	0	0	0	3	1915033663	
2046	RT @TomFitton: Obama knew. Clinton knew. Biden knew. Comey knew. Brennan knew. McCabe knew. Strzok knew.Clapper knew.Schiff knew.FBI knew.D…	1633662838462992384	2023-03-09T02:55:47.000Z	everyone	['1633662838462992384']	1633662838462992384	[{'type': 'retweeted', 'id': '1633625411845345280'}]	1369668425992318986	en	3316	0	0	0	0		
2047	@oneword8numbers @WalshFreedom It started with going against Obama then got worse when Trump came into power and cults for some reason like a billionaire that does not care about them.	1633662831953362944	2023-03-09T02:55:45.000Z	everyone	['1633662831953362944']	1633548891579621379	[{'type': 'replied_to', 'id': '1633551097989046279'}]	479358567	en	0	0	0	0	2	1468023585000230913	
2048	@MonicaCrowley At least someone is leading.  This elder abuse is off the chain!  Prop him up, use him, Barak Obama needs to burn…and he will.  The fake Barry will be taken down by the real Jesus, AGAIN!	1633662829676068864	2023-03-09T02:55:45.000Z	everyone	['1633662829676068864']	1633468073410699265	[{'type': 'replied_to', 'id': '1633468073410699265'}]	1593770467474608128	en	0	0	0	0	1	166990746	
2049	RT @TomFitton: Obama knew. Clinton knew. Biden knew. Comey knew. Brennan knew. McCabe knew. Strzok knew.Clapper knew.Schiff knew.FBI knew.D…	1633662826270056448	2023-03-09T02:55:44.000Z	everyone	['1633662826270056448']	1633662826270056448	[{'type': 'retweeted', 'id': '1633625411845345280'}]	1444380781288300545	en	3316	0	0	0	0		
2050	@LemayTulsi Abraded skin, rubbed raw on Mike Obama's scrotum.	1633662823757651969	2023-03-09T02:55:43.000Z	everyone	['1633662823757651969']	1633656276226850816	[{'type': 'replied_to', 'id': '1633656276226850816'}]	1596492188002799616	en	0	0	1	0	8	1299572918993784832	
2051	@matjendav4 There should never be a spouse or partner of a former president allowed to become POTUS.  It would be nothing but a third, or in this case fourth term for Obama!	1633662821798928385	2023-03-09T02:55:43.000Z	everyone	['1633662821798928385']	1633457812406939650	[{'type': 'replied_to', 'id': '1633457812406939650'}]	1480983931411480579	en	0	0	0	0	3	1457796469029842950	
2052	RT @EladNehorai: Too many liberals are sleeping on rising fascism because of a few national political wins, just as they did when Obama was…	1633662821669175302	2023-03-09T02:55:43.000Z	everyone	['1633662821669175302']	1633662821669175302	[{'type': 'retweeted', 'id': '1633632434972663808'}]	872315752526872576	en	337	0	0	0	0		
2053	RT @SUBRATA30016572: Melania Trump is a far better First Lady than Jill Biden &amp; Michelle Obama was. Drop a ❤ if you Agree!! https://t.co/p4…	1633662819853008897	2023-03-09T02:55:42.000Z	everyone	['1633662819853008897']	1633662819853008897	[{'type': 'retweeted', 'id': '1633650499647057920'}]	788953988779483140	en	138	0	0	0	0		
2054	"The Voyager Scholarship
Obama Foundation
Deadline: Mar. 22, 2023, 3pm (CT)
Award Amount: up to $25,000/yr (for junior &amp; senior years of college)
https://t.co/MXvDrWSC7w https://t.co/H7wNSokpEW"	1633662811388665859	2023-03-09T02:55:40.000Z	everyone	['1633662811388665859']	1633662811388665859		1101787987	en	0	0	0	0	27		
2055	RT @TomFitton: Obama knew. Clinton knew. Biden knew. Comey knew. Brennan knew. McCabe knew. Strzok knew.Clapper knew.Schiff knew.FBI knew.D…	1633662805583724545	2023-03-09T02:55:39.000Z	everyone	['1633662805583724545']	1633662805583724545	[{'type': 'retweeted', 'id': '1633625411845345280'}]	1416130063771312131	en	3316	0	0	0	0		
2056	"RT @modap_: The Last time Lionel Messi won a Champions league, A Thread

-Xavi was a player 
-Wenger was coaching Arsenal
-Guardiola coache…"	1633662800789897216	2023-03-09T02:55:38.000Z	everyone	['1633662800789897216']	1633662800789897216	[{'type': 'retweeted', 'id': '1633586813712343041'}]	1170359772853391368	en	660	0	0	0	0		
2057	RT @TheRichFromCali: Michelle and Barack Obama out class Donald and Melania any day, ♥️ if you agree https://t.co/6cUn3ifuS0	1633662789515636736	2023-03-09T02:55:35.000Z	everyone	['1633662789515636736']	1633662789515636736	[{'type': 'retweeted', 'id': '1633486586968166400'}]	912716880	en	772	0	0	0	0		
2058	@TheDemocrats These people don't give a shit about you. @Obama killed the public option, #thesquad could have forced a Medicare for all vote, and refused when dems had the house and senate. DNC and RNC have failed the republic over and again to appease lobbyists for their own enrichment	1633662788886224896	2023-03-09T02:55:35.000Z	everyone	['1633662788886224896']	1633603558636662785	[{'type': 'replied_to', 'id': '1633603558636662785'}]	4107565992	en	0	0	0	0	2	14377605	
2059	"RT @LionessDeb19: BEFORE OBAMA, WE HAD 🚫 ISIS
BEFORE OBAMA, WE HAD 🚫 BLM
BEFORE OBAMA, WE HAD 🚫 ANTIFA
BEFORE OBAMA, WE HAD 🚫 WAR ON COPS…"	1633662777209266177	2023-03-09T02:55:32.000Z	everyone	['1633662777209266177']	1633662777209266177	[{'type': 'retweeted', 'id': '1633634953182289926'}]	1587249471716577281	en	220	0	0	0	0		
2060	RT @TomFitton: Obama knew. Clinton knew. Biden knew. Comey knew. Brennan knew. McCabe knew. Strzok knew.Clapper knew.Schiff knew.FBI knew.D…	1633662773786976256	2023-03-09T02:55:31.000Z	everyone	['1633662773786976256']	1633662773786976256	[{'type': 'retweeted', 'id': '1633625411845345280'}]	714959210648178689	en	3316	0	0	0	0		
2061	RT @Awesome11137302: In defense of the thumbnail change, the video had nothing to do with past America. Heck, Barack Obama was used instead…	1633662771521830912	2023-03-09T02:55:31.000Z	everyone	['1633662771521830912']	1633662771521830912	[{'type': 'retweeted', 'id': '1632354938675408896'}]	1329971952438620162	en	2	0	0	0	0		
2062	RT @guardian: Michelle Obama says she sobbed ‘uncontrollably’ after Trump’s inauguration https://t.co/ZlLkTBn6SK	1633662760922783746	2023-03-09T02:55:28.000Z	everyone	['1633662760922783746']	1633662760922783746	[{'type': 'retweeted', 'id': '1633572216066674689'}]	2188470271	en	15	0	0	0	0		
2063	@MoldyGecko @Mo_Resourcez @Breaking911 Or Big Mike Obama	1633662755331887106	2023-03-09T02:55:27.000Z	everyone	['1633662755331887106']	1633650462913118210	[{'type': 'replied_to', 'id': '1633655057572069376'}]	175901910	en	0	0	0	0	3	1287971690262089729	
2064	RT @CNN: Michelle Obama broke down shortly after leaving Donald Trump's inauguration -- as the emotions of leaving their family's home afte…	1633662752907743238	2023-03-09T02:55:26.000Z	everyone	['1633662752907743238']	1633662752907743238	[{'type': 'retweeted', 'id': '1633111532153233410'}]	1075210980748025856	en	245	0	0	0	0		
2065	RT @loftipixels: I got the ElevenLabs ai software time to make some Trump/Obama/Biden edits of my own 😈	1633662751607255040	2023-03-09T02:55:26.000Z	everyone	['1633662751607255040']	1633662751607255040	[{'type': 'retweeted', 'id': '1633657910323556352'}]	874422458304122881	en	1	0	0	0	0		
2066	RT @Mister_XRP: @JebraFaushay Look at this one, Michael Obama grabs it………looks like the same pants! LOL https://t.co/9QTITFesk0	1633662733114548224	2023-03-09T02:55:22.000Z	everyone	['1633662733114548224']	1633662733114548224	[{'type': 'retweeted', 'id': '1624673557417545730'}]	1461458146061344783	en	161	0	0	0	0		
2067	@BillyM2k @POTUS I think Obama is the best that currently holds office	1633662730358980609	2023-03-09T02:55:21.000Z	everyone	['1633662730358980609']	1633528004629655552	[{'type': 'replied_to', 'id': '1633531557398061056'}]	1602173830012850176	en	0	0	0	0	1	30699048	
2068	"@desertlife88 @HandrickJackie they never thought she'd lose: plan b: release the V Obama funded via  U.S. Taxpayers in Wuhan: the ""cure"" would be a double-edged sword: bigPh would make $B's &amp; Millions would die: Agenda 21 in the works: CV would ensure that mail-in B's would secure the fraud: rest was staged!"	1633662724784918528	2023-03-09T02:55:20.000Z	everyone	['1633662724784918528']	1633565687846412288	[{'type': 'replied_to', 'id': '1633565687846412288'}]	2918911447	en	0	0	0	0	3	1018335302	
2069	@freetobeme6854 @BetosGus When Obama gave the Keynote speech of Al Gore's accepting the Dem nomination to run for president, I listened to what he said, and a chill ran down my back. I thought then that this guy was a dangerous person. He didn't prove me wrong.	1633662714089201667	2023-03-09T02:55:17.000Z	everyone	['1633662714089201667']	1633517796779859973	[{'type': 'replied_to', 'id': '1633655404365266944'}]	1444783510078861314	en	0	1	0	0	14	1525827008969711621	
2070	RT @TomFitton: Obama knew. Clinton knew. Biden knew. Comey knew. Brennan knew. McCabe knew. Strzok knew.Clapper knew.Schiff knew.FBI knew.D…	1633662711350562818	2023-03-09T02:55:17.000Z	everyone	['1633662711350562818']	1633662711350562818	[{'type': 'retweeted', 'id': '1633625411845345280'}]	2838320065	en	3316	0	0	0	0		
2071	RT @kylenabecker: Everything America is seeing today is due to electing that communist POS Barack Obama	1633662710805086208	2023-03-09T02:55:16.000Z	everyone	['1633662710805086208']	1633662710805086208	[{'type': 'retweeted', 'id': '1633569433007341568'}]	889267096005353472	en	201	0	0	0	0		
2072	"RT @PapiTrumpo: ""When those doors shut, I cried for 30 minutes straight, uncontrollable sobbing, because my balls got stuck.""  -Michelle Ob…"	1633662699803377670	2023-03-09T02:55:14.000Z	everyone	['1633662699803377670']	1633662699803377670	[{'type': 'retweeted', 'id': '1633168038987018241'}]	1605353443157229568	en	512	0	0	0	0		
2073	RT @TomFitton: Obama knew. Clinton knew. Biden knew. Comey knew. Brennan knew. McCabe knew. Strzok knew.Clapper knew.Schiff knew.FBI knew.D…	1633662695995064322	2023-03-09T02:55:13.000Z	everyone	['1633662695995064322']	1633662695995064322	[{'type': 'retweeted', 'id': '1633625411845345280'}]	429240507	en	3316	0	0	0	0		
2074	"RT @GregRubini: @skibarby @mjpeterson777 LOL...
WRONG, sweetie: it was 2014: it was YOUR dear OBAMA, born in KENYA, in the Oval Office.

yo…"	1633662694388629506	2023-03-09T02:55:12.000Z	everyone	['1633662694388629506']	1633662694388629506	[{'type': 'retweeted', 'id': '1320466458024022016'}]	2301527762	en	48	0	0	0	0		
2075	RT @RepMattGaetz: Obama got us into a civil war in Syria. President Trump did everything to get us out of Syria. The Deep State is doing ev…	1633662685916323840	2023-03-09T02:55:10.000Z	everyone	['1633662685916323840']	1633662685916323840	[{'type': 'retweeted', 'id': '1633138836086587396'}]	1518748089892302848	en	2025	0	0	0	0		
2076	@thereaIchieff Waking up next to Obama because I stole 3 mint sweets when I was 8 https://t.co/64jHhCleFd	1633662673249538048	2023-03-09T02:55:07.000Z	everyone	['1633662673249538048']	1633652656072794112	[{'type': 'replied_to', 'id': '1633652656072794112'}]	1226439994560126976	en	0	1	1	0	60	1408550666012876804	
2077	RT @TomFitton: Obama knew. Clinton knew. Biden knew. Comey knew. Brennan knew. McCabe knew. Strzok knew.Clapper knew.Schiff knew.FBI knew.D…	1633662672049717250	2023-03-09T02:55:07.000Z	everyone	['1633662672049717250']	1633662672049717250	[{'type': 'retweeted', 'id': '1633625411845345280'}]	2205261256	en	3316	0	0	0	0		
2078	"RT @DerrickEvans_WV: Ever wondered what it would be like if Obama had a 3rd term? 

We are unfortunately living that nightmare."	1633662671110193152	2023-03-09T02:55:07.000Z	everyone	['1633662671110193152']	1633662671110193152	[{'type': 'retweeted', 'id': '1633652079557238787'}]	3096812550	en	76	0	0	0	0		
2079	RT @TomFitton: Obama knew. Clinton knew. Biden knew. Comey knew. Brennan knew. McCabe knew. Strzok knew.Clapper knew.Schiff knew.FBI knew.D…	1633662666303758336	2023-03-09T02:55:06.000Z	everyone	['1633662666303758336']	1633662666303758336	[{'type': 'retweeted', 'id': '1633625411845345280'}]	3335472733	en	3316	0	0	0	0		
2080	RT @Real_RobN: The Obama-China oil rig in the gulf of Mexico intelligence gathering, https://t.co/8fAdKvl36d	1633662665460465664	2023-03-09T02:55:06.000Z	everyone	['1633662665460465664']	1633662665460465664	[{'type': 'retweeted', 'id': '1633633444386455552'}]	963370918096572416	en	39	0	0	0	0		
2081	RT @ZacharyRasmus: @LayahHeilpern It's theft. Why is no one stopping this administration from destroying The United States of America?  It…	1633662664462180352	2023-03-09T02:55:05.000Z	everyone	['1633662664462180352']	1633662664462180352	[{'type': 'retweeted', 'id': '1633662456324136961'}]	880555677042847745	en	1	0	0	0	0		
2082	RT @TonemanLives: Obama, Joe Biden &amp; the fucking Democrats did this! They’ve promoted a war against White people erasing all the years of w…	1633662662067232769	2023-03-09T02:55:05.000Z	everyone	['1633662662067232769']	1633662662067232769	[{'type': 'retweeted', 'id': '1632013344692477952'}]	1538203466321084416	en	4121	0	0	0	0		
2083	@DoctorVive @POTUS @WhiteHouse Why don't you ask the Obama's or the Bidens their opinion on owning multi-million $$$ real estate on the beach LOL!!!	1633662660934881282	2023-03-09T02:55:05.000Z	everyone	['1633662660934881282']	1633467834419523584	[{'type': 'replied_to', 'id': '1633467834419523584'}]	1611795265479901188	en	0	0	0	0	7	22140392	
2084	@MaxBlumenthal @aaronjmate @fordrs58 he threw a huge tantrum when Obama decided against attacking Assad	1633662658351071236	2023-03-09T02:55:04.000Z	everyone	['1633662658351071236']	1633638290531270656	[{'type': 'replied_to', 'id': '1633640197211447296'}]	718193269738311680	en	0	0	0	0	7	53789862	
2085	@majik8ball @cramer_gerrit @EdKrassen How much was added by Obama?	1633662658040791041	2023-03-09T02:55:04.000Z	everyone	['1633662658040791041']	1633575350939557888	[{'type': 'replied_to', 'id': '1633585843180015616'}]	1535609848770985985	en	0	0	0	0	2	51924419	
2086	@The_984 @TexanlnNYC @jokastrength @rmhom1 @senorblanxo @Hulcricket Call it Obama because it frightens white people despite not being that imposing	1633662657038352384	2023-03-09T02:55:04.000Z	everyone	['1633662657038352384']	1633629593046335489	[{'type': 'replied_to', 'id': '1633662348627161089'}]	1395916111	en	0	0	2	0	8	697179704797876226	
2087	@FredsTruth5 @McDebida Of course Obama didn't stand by his side after the allegations LOL 😆	1633662653880221697	2023-03-09T02:55:03.000Z	everyone	['1633662653880221697']	1633610818284560384	[{'type': 'replied_to', 'id': '1633635802839171073'}]	1215090278228320257	en	0	0	0	0	1	1271406591946952710	
2088	"RT @DineshDSouza: Just in.
https://t.co/uCjNPH4G2q"	1633662653452394497	2023-03-09T02:55:03.000Z	everyone	['1633662653452394497']	1633662653452394497	[{'type': 'retweeted', 'id': '1633597254845218817'}]	1625661254328283137	en	262	0	0	0	0		
2089	Who TF would care about getting this ridiculous award. Awards mean nothing anymore. They gave Obama the Nobel Peace Proze just bc he was black. They’re all sick and twisted in the head. You Dem voters catching on yet? https://t.co/sv2bdcz0gu	1633662652424519680	2023-03-09T02:55:02.000Z	everyone	['1633662652424519680']	1633662652424519680	[{'type': 'quoted', 'id': '1633574849330262016'}]	45482838	en	0	0	1	1	29		
2090	RT @TomFitton: Obama knew. Clinton knew. Biden knew. Comey knew. Brennan knew. McCabe knew. Strzok knew.Clapper knew.Schiff knew.FBI knew.D…	1633662651116003330	2023-03-09T02:55:02.000Z	everyone	['1633662651116003330']	1633662651116003330	[{'type': 'retweeted', 'id': '1633625411845345280'}]	1139986182459351045	en	3316	0	0	0	0		
2091	RT @TomFitton: Obama knew. Clinton knew. Biden knew. Comey knew. Brennan knew. McCabe knew. Strzok knew.Clapper knew.Schiff knew.FBI knew.D…	1633662651044864002	2023-03-09T02:55:02.000Z	everyone	['1633662651044864002']	1633662651044864002	[{'type': 'retweeted', 'id': '1633625411845345280'}]	1586624443467857922	en	3316	0	0	0	0		
2092	"RT @GregRubini: BOOM !!   -   Ukraine corruption
John Kerry: ""All of us were trying to get rid of that Prosecutor: me, Joe Biden and Obama""…"	1633662647181910018	2023-03-09T02:55:01.000Z	everyone	['1633662647181910018']	1633662647181910018	[{'type': 'retweeted', 'id': '1320412175421394947'}]	1472850242093518850	en	6757	0	0	0	0		
2093	"RT @Bill_Weimer_: WHY I DON'T
SUPPORT UKRAINE
Bush Supports Ukraine.
Kerry Supports Ukraine.
Biden Supports Ukraine.
Soros Supports Ukraine…"	1633662645202042881	2023-03-09T02:55:01.000Z	everyone	['1633662645202042881']	1633662645202042881	[{'type': 'retweeted', 'id': '1631988788179214338'}]	1000061116846833664	en	300	0	0	0	0		
2094	RT @TomFitton: Obama knew. Clinton knew. Biden knew. Comey knew. Brennan knew. McCabe knew. Strzok knew.Clapper knew.Schiff knew.FBI knew.D…	1633662637916692480	2023-03-09T02:54:59.000Z	everyone	['1633662637916692480']	1633662637916692480	[{'type': 'retweeted', 'id': '1633625411845345280'}]	716052461136445440	en	3316	0	0	0	0		
2095	RT @TomFitton: Obama knew. Clinton knew. Biden knew. Comey knew. Brennan knew. McCabe knew. Strzok knew.Clapper knew.Schiff knew.FBI knew.D…	1633662634946965505	2023-03-09T02:54:58.000Z	everyone	['1633662634946965505']	1633662634946965505	[{'type': 'retweeted', 'id': '1633625411845345280'}]	2865873464	en	3316	0	0	0	0		
2096	RT @joe_lagrand: Now there's 9 boxes of documents Biden had stashed at his Chinese paid office in Washington. Biden's lawyer transported th…	1633662627506208769	2023-03-09T02:54:57.000Z	everyone	['1633662627506208769']	1633662627506208769	[{'type': 'retweeted', 'id': '1633634007576461312'}]	774710069229330432	en	17	0	0	0	0		
2097	RT @sahouraxo: Obama turned Libya from the country that had the highest standard of living in Africa into a war-torn failed state, and drop…	1633662624813690880	2023-03-09T02:54:56.000Z	everyone	['1633662624813690880']	1633662624813690880	[{'type': 'retweeted', 'id': '1630652842238156802'}]	2204210688	en	44941	0	0	0	0		
2098	RT @paulsperry_: No, @KenBurns of PBS didn't pump more than $30,000 into Biden's campaign just b/c he hated President Trump. He also gave t…	1633662621000818688	2023-03-09T02:54:55.000Z	everyone	['1633662621000818688']	1633662621000818688	[{'type': 'retweeted', 'id': '1633619640315150339'}]	827987659196944384	en	268	0	0	0	0		
2099	"RT @LionessDeb19: BEFORE OBAMA, WE HAD 🚫 ISIS
BEFORE OBAMA, WE HAD 🚫 BLM
BEFORE OBAMA, WE HAD 🚫 ANTIFA
BEFORE OBAMA, WE HAD 🚫 WAR ON COPS…"	1633662620569047041	2023-03-09T02:54:55.000Z	everyone	['1633662620569047041']	1633662620569047041	[{'type': 'retweeted', 'id': '1633634953182289926'}]	1496192701	en	220	0	0	0	0		
2100	"RT @JudicialWatch: ""Trump would have been driven out of office by Deep State/Biden/Obama/Clinton gang if Judicial Watch hadn’t taken lead e…"	1633662608401113089	2023-03-09T02:54:52.000Z	everyone	['1633662608401113089']	1633662608401113089	[{'type': 'retweeted', 'id': '1633648806506950656'}]	1629943919885664258	en	105	0	0	0	0		
2101	RT @BarackObama: This International Women's Day, read how @MichelleObama, @MelindaGates and Amal Clooney are working together to help end c…	1633662602550161410	2023-03-09T02:54:51.000Z	everyone	['1633662602550161410']	1633662602550161410	[{'type': 'retweeted', 'id': '1633574144791937026'}]	3764664375	en	975	0	0	0	0		
2102	"@Ilegvm @RockyMtMama1 they never thought she'd lose: plan b: release the V Obama funded via  U.S. Taxpayers in Wuhan: the ""cure"" would be a double-edged sword: bigPh would make $B's &amp; Millions would die: Agenda 21 in the works: CV would ensure that mail-in B's would secure the fraud: rest was staged!"	1633662594622844928	2023-03-09T02:54:49.000Z	everyone	['1633662594622844928']	1633644250645643269	[{'type': 'replied_to', 'id': '1633644250645643269'}]	2918911447	en	0	0	0	0	2	1343893863799402497	
2103	"@DineshDSouza I did too! 😭 

FOR PURE JOY🤩!! ......

Trump was PRESIDENT and the Obama’s were on their way OUT! 

Whoo Hoo! 🥳"	1633662592374784000	2023-03-09T02:54:48.000Z	everyone	['1633662592374784000']	1633348105989963776	[{'type': 'replied_to', 'id': '1633348105989963776'}]	1624831780107825152	en	0	0	0	0	0	91882544	
2104	The real Obama and Michael https://t.co/I8EHPND5vj https://t.co/THCJ1eDVE5	1633662591615598594	2023-03-09T02:54:48.000Z	everyone	['1633662591615598594']	1633662591615598594	[{'type': 'quoted', 'id': '1633626239004016643'}]	1480007101175013382	en	0	0	0	0	8		
2105	RT @EladNehorai: Too many liberals are sleeping on rising fascism because of a few national political wins, just as they did when Obama was…	1633662586863620096	2023-03-09T02:54:47.000Z	everyone	['1633662586863620096']	1633662586863620096	[{'type': 'retweeted', 'id': '1633632434972663808'}]	982842026377883650	en	337	0	0	0	0		
2106	@JoshuaPHilll This started with Reagan. You waited too long but certainly get cracking as it’s going to take a lifetime to fix.  Obama lulled you into thinking things were improving but that’s proving to be a blip not a trend.	1633662586607767552	2023-03-09T02:54:47.000Z	everyone	['1633662586607767552']	1633592764905451520	[{'type': 'replied_to', 'id': '1633592764905451520'}]	8376792	en	0	0	0	0	42	1090715513586679813	
2107	RT @COOLBRE02671649: Can you imagen When Melania walked down the halls what the Democrats thought after having Michael  Obama and Old Hilla…	1633662576419655680	2023-03-09T02:54:44.000Z	everyone	['1633662576419655680']	1633662576419655680	[{'type': 'retweeted', 'id': '1633652699529990144'}]	3958850177	en	11	0	0	0	0		
2108	RT @TheWrap: Happy #InternationalWomensDay to all of the strong women who are inspiring generations. From Michelle Obama, Lady Gaga, Michel…	1633662574100373508	2023-03-09T02:54:44.000Z	everyone	['1633662574100373508']	1633662574100373508	[{'type': 'retweeted', 'id': '1633498927252271104'}]	1365127235024220160	en	122	0	0	0	0		
2109	"RT @ZekeGary2: N order 2 fundamentally change America the foundation which we were founded must change. Obama said, ""we r fundamentally goi…"	1633662572330119171	2023-03-09T02:54:43.000Z	everyone	['1633662572330119171']	1633662572330119171	[{'type': 'retweeted', 'id': '1633515560171606016'}]	1607936040995635201	en	290	0	0	0	0		
2110	RT @TomFitton: Obama knew. Clinton knew. Biden knew. Comey knew. Brennan knew. McCabe knew. Strzok knew.Clapper knew.Schiff knew.FBI knew.D…	1633662570803363842	2023-03-09T02:54:43.000Z	everyone	['1633662570803363842']	1633662570803363842	[{'type': 'retweeted', 'id': '1633625411845345280'}]	2360098075	en	3316	0	0	0	0		
2111	@kenbax47 @TimRunsHisMouth @TangoNevada And then obama changed Bidens diaper and said if anyone can screw a country over in 2 years time its u Joe. Still waiting to hear one thing Biden has done well. Oh yeah inflation 8.3 highest in 42 years. He is rocking that. Open borders fentanyl for all. Lies are his fav Zucchini	1633662569423552513	2023-03-09T02:54:43.000Z	everyone	['1633662569423552513']	1633507738167787520	[{'type': 'replied_to', 'id': '1633551345281015820'}]	1553367673651748865	en	0	0	0	0	2	2868241610	
2112	"RT @DerrickEvans_WV: Ever wondered what it would be like if Obama had a 3rd term? 

We are unfortunately living that nightmare."	1633662569327075329	2023-03-09T02:54:43.000Z	everyone	['1633662569327075329']	1633662569327075329	[{'type': 'retweeted', 'id': '1633652079557238787'}]	1570586846651875328	en	76	0	0	0	0		
2113	RT @TomFitton: Obama knew. Clinton knew. Biden knew. Comey knew. Brennan knew. McCabe knew. Strzok knew.Clapper knew.Schiff knew.FBI knew.D…	1633662566399442944	2023-03-09T02:54:42.000Z	everyone	['1633662566399442944']	1633662566399442944	[{'type': 'retweeted', 'id': '1633625411845345280'}]	1359294640046940161	en	3316	0	0	0	0		
2114	@GeorgePapa19 Not sure where anything in this article implicates the Obama White House.	1633662565053071360	2023-03-09T02:54:42.000Z	everyone	['1633662565053071360']	1633571576095592448	[{'type': 'replied_to', 'id': '1633571576095592448'}]	1589098101738033153	en	0	0	0	0	1	850507814023942144	
2115	RT @TomFitton: Obama knew. Clinton knew. Biden knew. Comey knew. Brennan knew. McCabe knew. Strzok knew.Clapper knew.Schiff knew.FBI knew.D…	1633662563283275778	2023-03-09T02:54:41.000Z	everyone	['1633662563283275778']	1633662563283275778	[{'type': 'retweeted', 'id': '1633625411845345280'}]	1305305572263120896	en	3316	0	0	0	0		
2116	Elon Musk Gets Up and Ends Kamala Harris, Joe Biden and Obama’s Career t... https://t.co/jJJj8E14YN via @YouTube	1633662554084978688	2023-03-09T02:54:39.000Z	everyone	['1633662554084978688']	1633662554084978688		1599627515764637697	en	0	0	0	0	8		
2117	Obama and Karzai will meet, and Holbrooke said there will be time for meetings with the senior leadership of Congress and sessions with publ	1633662545025433600	2023-03-09T02:54:37.000Z	everyone	['1633662545025433600']	1633662545025433600		1622122672942620672	en	0	0	0	0	2		
2118	RT @TomFitton: Obama knew. Clinton knew. Biden knew. Comey knew. Brennan knew. McCabe knew. Strzok knew.Clapper knew.Schiff knew.FBI knew.D…	1633662543938846720	2023-03-09T02:54:37.000Z	everyone	['1633662543938846720']	1633662543938846720	[{'type': 'retweeted', 'id': '1633625411845345280'}]	1593174480280592386	en	3316	0	0	0	0		
2119	RT @TomFitton: Obama knew. Clinton knew. Biden knew. Comey knew. Brennan knew. McCabe knew. Strzok knew.Clapper knew.Schiff knew.FBI knew.D…	1633662543741820928	2023-03-09T02:54:37.000Z	everyone	['1633662543741820928']	1633662543741820928	[{'type': 'retweeted', 'id': '1633625411845345280'}]	119413988	en	3316	0	0	0	0		
2120	"RT @CaribbeanRoseee: Me reading people’s tweets..

Them: “We was..” 

Me: 🤕 

Why USA born and raised Americans have worst English than imm…"	1633662542265430016	2023-03-09T02:54:36.000Z	mentionedUsers	['1633662542265430016']	1633662542265430016	[{'type': 'retweeted', 'id': '1633255147718561793'}]	1129743662928281601	en	51	0	0	0	0		
2121	"RT @RickyDoggin: Remember when everyone survived a plane crash but the person who was in charge of Obama's birth certificate?

What an incr…"	1633662538519855104	2023-03-09T02:54:35.000Z	everyone	['1633662538519855104']	1633662538519855104	[{'type': 'retweeted', 'id': '1633489114908725252'}]	1479868190347960323	en	606	0	0	0	0		
2122	@MarnelvaMoo @GenFlynn Fyi, Obama set Flynn up because Flynn knew all his secrets which he didn't want America to know.  Obama told him to say that he lied or he would go after Flynn's son.  He wanted to protect his son so he said he lied.  You must believe the Government's lies, poor thing..	1633662527996416000	2023-03-09T02:54:33.000Z	everyone	['1633662527996416000']	1620983350671601664	[{'type': 'replied_to', 'id': '1620999086290632705'}]	1553106840342433796	en	0	0	0	0	1	1588625214170140675	
2123	"RT @RickyDoggin: Remember when everyone survived a plane crash but the person who was in charge of Obama's birth certificate?

What an incr…"	1633662527195209733	2023-03-09T02:54:33.000Z	everyone	['1633662527195209733']	1633662527195209733	[{'type': 'retweeted', 'id': '1633489114908725252'}]	1282769392124788742	en	606	0	0	0	0		
