	lang	reply_settings	author_id	created_at	referenced_tweets	conversation_id	id	text	edit_history_tweet_ids	public_metrics.retweet_count	public_metrics.reply_count	public_metrics.like_count	public_metrics.quote_count	public_metrics.impression_count	in_reply_to_user_id	geo.place_id
430	en	everyone	917856734	2023-03-09T02:21:38.000Z	[{'type': 'retweeted', 'id': '1632704520802258945'}]	1633654246896979970	1633654246896979970	RT @rocam54: #darkbrandon isn’t holding back with these #maga republicans. 🥰 https://t.co/LtrsD4qQhL	['1633654246896979970']	71	0	0	0	0		
431	en	everyone	1338962016388706309	2023-03-09T02:21:38.000Z	[{'type': 'replied_to', 'id': '1633652519200256000'}]	1621920466276319234	1633654246699573248	@42Gnome @Flattielover @memequeenkimmy @Missy8008135 @Bigteethyouhave @BassistOld @giddy_bunny @LadyOfTheOcean1 @lanemancini61 @signalcorp13 @PridgeWessea @VtTbQW9s3xjPOow @tmcs10 @twopartyhell @1961mcruzer @ShellyRKirchoff @sheIton_kenzi @itisjustmebabe @SnoJusticeDad @TheOldPoet @Damaan4u33 @Wanderinglord @SuP3rK @MS_JuliaLee @RushvileRocket @RealDamnDean @iam_pann @WattzzD @ghost_of_tick @Dont_BIame_Me @BlueEyeJeff @TomDoubting @proundpapaof3 @medwoman1 @OGApe12 @GodlessApe666 @Democracy631 @SoulNature9 @ZWV134 @MollyFrankIin @LordButters22 @DocDeezWhat @sree @larriandJ @MrScottLads @BalueCat @RealKyleeWright @lincconard @CorruptedLiars Easier than taking money from a MAGA 🤣 https://t.co/EFwy3ZRAQG	['1633654246699573248']	0	0	1	0	6	725189192003805185	
432	en	everyone	1495128743341342720	2023-03-09T02:21:37.000Z	[{'type': 'quoted', 'id': '1633543235531333633'}]	1633654239170818051	1633654239170818051	Just like Kyle Rittenhouse.  He'll go on a Maga speaking tour and beg for money. https://t.co/025tIII9Zv	['1633654239170818051']	0	0	0	0	0		
433	en	everyone	1246554000767344641	2023-03-09T02:21:36.000Z	[{'type': 'replied_to', 'id': '1633555948139859969'}]	1633204396094881796	1633654235861749760	@Lostbasin @TheDaveWeinbaum @TomiLahren Yes. The MAGA politicians are a joke.	['1633654235861749760']	0	0	0	0	1	1585807285590249474	
434	en	everyone	43797101	2023-03-09T02:21:36.000Z	[{'type': 'retweeted', 'id': '1633602769386106880'}]	1633654235828207616	1633654235828207616	"RT @emma6USA: Wednesday Blessings🙏
@Bellamari8mazz @LindaNTx @SirFlyzalot @1mir_r @JanetTX_Blessed @JanetFr11616397 @laura_7771 @PriamtheB…"	['1633654235828207616']	118	0	0	0	0		
435	en	everyone	374658826	2023-03-09T02:21:35.000Z		1633654230849388548	1633654230849388548	"#Fox Folks - tell your GOPs about criminal repeaters! @FoxNews 

MAGA hoaxer Jacob Wohl found to have violated the KKK Act by federal judge https://t.co/GhFmCqyQBo"	['1633654230849388548']	0	1	0	0	8		
436	en	everyone	1447926282717736966	2023-03-09T02:21:35.000Z	[{'type': 'retweeted', 'id': '1630703798543843328'}]	1633654230623092739	1633654230623092739	RT @Chicago1Ray: When Tucker releases the footage of (1-6) it'll surely show this image of Ray Epps and John Sullivan on the night of (1-5)…	['1633654230623092739']	248	0	0	0	0		
437	en	everyone	1957770224	2023-03-09T02:21:34.000Z	[{'type': 'replied_to', 'id': '1633649350575267840'}]	901233427525107712	1633654228815319040	@Jerseycy11 @MAGA_Translator @CarrieAMaze23 @mrsmaisy @Jay_see_see @ThereseOSulliv2 @SmartUSAPat1 @Julie_NoNumbers @AngryFleas @BluesElmwood @NunuLives @antiLibmob @GaryIsTheDad @KidRockFan4 @CraigCastleber1 @justasimplema20 @Kellyring @jimaw63 @TheSeriousOne56 @TruthisnotT @darstin1957 @therealBFizzzle @marie745640 @C0DE_W4RR10R @hrt6017 @srasberry1 @JimlikesBB @jbizzy6969 @Tommy15819423 @bluver41 @ArthurP41275988 @JamesLauder12 @nitros1954 @sammk1964 @CommentPleasure @MarkBatin @gmail_hess @realZacharyKent @findtruthinside @CriticaSinMiedo @andrew7rd @jyurgealitis @WeRtheArmy @phil_denton @ItsBT50 @theromsey @f505eb72b9cd493 @JustinTrudeau @JoeBiden Just tourists? https://t.co/YcWrO54MO0	['1633654228815319040']	0	0	0	0	3	1518910017117859840	
438	en	everyone	1633640913871446017	2023-03-09T02:21:32.000Z	[{'type': 'replied_to', 'id': '1633651296912785412'}]	1633534991274475521	1633654220367990784	@coachkj62 @_HowWeFail @MarcVegan @elonmusk @SenSchumer Oh, that footage is fake? Take #Trump 's dick out of your mouth for once, wipe your chin, get off your knees, and be your own man for once. America doesn't need #MAGA pussy fanboys anymore.	['1633654220367990784']	0	1	0	0	5	774186038	
439	en	everyone	88296327	2023-03-09T02:21:32.000Z	[{'type': 'retweeted', 'id': '1630294744935936003'}]	1633654218627207169	1633654218627207169	"RT @namwella1961: Tomorrow the Supreme Court will hear the Extreme MAGA Republicans lawsuit to stop debt relief for millions of people. 

W…"	['1633654218627207169']	887	0	0	0	0		
440	en	everyone	1443319038092906504	2023-03-09T02:21:31.000Z	[{'type': 'replied_to', 'id': '1633459926180982786'}]	1633455791578415105	1633654215967899650	@GavinGiovannoni @TomD_MAGA Doesn’t stop smoldering MS and unleashes the EBV storm.	['1633654215967899650']	0	0	0	0	2	55284565	
441	en	everyone	23202357	2023-03-09T02:21:30.000Z	[{'type': 'replied_to', 'id': '1633649844223918080'}]	1633649844223918080	1633654211891036161	@JackPosobiec He sends you and your MAGA ilk to the front line as canon fodder.	['1633654211891036161']	0	0	0	0	1	592730371	
442	en	everyone	42228475	2023-03-09T02:21:30.000Z	[{'type': 'replied_to', 'id': '1633653937332011009'}]	901233427525107712	1633654209940803586	@MAGA_Translator @CarrieAMaze23 @Jerseycy11 @HamRadioJoe @Jay_see_see @ThereseOSulliv2 @SmartUSAPat1 @Julie_NoNumbers @AngryFleas @BluesElmwood @NunuLives @antiLibmob @GaryIsTheDad @KidRockFan4 @CraigCastleber1 @justasimplema20 @Kellyring @jimaw63 @TheSeriousOne56 @TruthisnotT @darstin1957 @therealBFizzzle @marie745640 @C0DE_W4RR10R @hrt6017 @srasberry1 @JimlikesBB @jbizzy6969 @Tommy15819423 @bluver41 @ArthurP41275988 @JamesLauder12 @nitros1954 @sammk1964 @CommentPleasure @MarkBatin @gmail_hess @realZacharyKent @findtruthinside @CriticaSinMiedo @andrew7rd @jyurgealitis @WeRtheArmy @phil_denton @ItsBT50 @theromsey @f505eb72b9cd493 @JustinTrudeau @JoeBiden Totally! https://t.co/J6SpXedygT	['1633654209940803586']	1	0	1	0	2	316225801	
443	en	everyone	824898533203406848	2023-03-09T02:21:29.000Z	[{'type': 'retweeted', 'id': '1633546143337680897'}]	1633654208476897283	1633654208476897283	RT @OccupyDemocrats: BREAKING: MAGA Gov. Sarah Huckabee Sanders is set to roll back child labor protections by signing a law to remove the…	['1633654208476897283']	2424	0	0	0	0		
444	en	everyone	22232322	2023-03-09T02:21:27.000Z	[{'type': 'retweeted', 'id': '1633212595351224320'}]	1633654197953388545	1633654197953388545	"RT @JoohnChoe: At a really basic level, MAGA vs NAFO isn't even a real fight.

NAFO goes up against sophisticated state-run propaganda oper…"	['1633654197953388545']	23	0	0	0	0		
445	en	everyone	1519155011938361350	2023-03-09T02:21:26.000Z	[{'type': 'retweeted', 'id': '1633602769386106880'}]	1633654195109736448	1633654195109736448	"RT @emma6USA: Wednesday Blessings🙏
@Bellamari8mazz @LindaNTx @SirFlyzalot @1mir_r @JanetTX_Blessed @JanetFr11616397 @laura_7771 @PriamtheB…"	['1633654195109736448']	118	0	0	0	0		
446	en	everyone	309825012	2023-03-09T02:21:22.000Z	[{'type': 'retweeted', 'id': '1633545399515357197'}]	1633654178374463490	1633654178374463490	RT @Andie00471: Dear Maga Nimwits, if Ashli Babbitt had every right to enter The US Capitol as a 'peaceful tourist', why was she crawling t…	['1633654178374463490']	191	0	0	0	0		
447	en	everyone	826162250058719232	2023-03-09T02:21:22.000Z	[{'type': 'retweeted', 'id': '1633621571205050369'}]	1633654177237721088	1633654177237721088	RT @leslibless: Here is Antifa changing their clothes into the ‘MAGA look’ on J6! https://t.co/LKI3QzLUQi	['1633654177237721088']	577	0	0	0	0		
448	en	everyone	1496725107556814849	2023-03-09T02:21:20.000Z	[{'type': 'retweeted', 'id': '1633432287059558402'}]	1633654170057322496	1633654170057322496	RT @RonFilipkowski: Part of the reason why he is failing to draw anyone for his events is right-wingers have figured out he has nothing to…	['1633654170057322496']	1837	0	0	0	0		
449	en	everyone	1600688587913465856	2023-03-09T02:21:20.000Z	[{'type': 'retweeted', 'id': '1633222434655719424'}]	1633654168652226560	1633654168652226560	"RT @KariLakeWarRoom: .@KariLake: ""The real problem is the people who are making the offer. And it's powerful people back east. I have my id…"	['1633654168652226560']	726	0	0	0	0		
450	en	everyone	799423166028324864	2023-03-09T02:21:19.000Z	[{'type': 'retweeted', 'id': '1633614794447024134'}]	1633654166756179970	1633654166756179970	RT @gary_kline: @OccupyDemocrats Ron Meatball DeSantis made overt attempts to look like Donald Trump in mannerisms and speech. His hand ges…	['1633654166756179970']	7	0	0	0	0		
451	en	everyone	730444718438408192	2023-03-09T02:21:18.000Z	[{'type': 'retweeted', 'id': '1633571174230654981'}]	1633654161379315712	1633654161379315712	"RT @lindyli: We are just 4 weeks away from the MOST important race in 2023 &amp; we need ALL hands on deck!

A MAGA SuperPac just dropped $3 MI…"	['1633654161379315712']	216	0	0	0	0		
452	en	everyone	1623170798222540800	2023-03-09T02:21:16.000Z	[{'type': 'retweeted', 'id': '1633565461081194498'}]	1633654154630426626	1633654154630426626	RT @ZaleskiLuke: If you want to proof MAGA is the party of insurrection… here you go!	['1633654154630426626']	2	0	0	0	0		
453	en	everyone	355184416	2023-03-09T02:21:16.000Z	[{'type': 'retweeted', 'id': '1633567876060704775'}]	1633654153250480131	1633654153250480131	"RT @JoJoFromJerz: Holy crap!
With less than 4 weeks until the WI Supreme Court election, some MAGA Super PAC just dumped $3.2M to help righ…"	['1633654153250480131']	176	0	0	0	0		
454	en	everyone	767539190233903104	2023-03-09T02:21:15.000Z	[{'type': 'retweeted', 'id': '1633575645581307904'}]	1633654147961503744	1633654147961503744	"RT @OccupyDemocrats: BREAKING: Former GOP Rep. Liz Cheney says ""bring it on"" to rumors that MAGA Republicans plan to launch their own inves…"	['1633654147961503744']	813	0	0	0	0		
455	en	everyone	777912817982791681	2023-03-09T02:21:13.000Z	[{'type': 'replied_to', 'id': '1633653064338120704'}]	1633652316552286208	1633654141602938880	@GoonrGrrl Thanks. There are some really good people here, but especially the area I live in, it's like overwhelmingly red or even MAGA.  It's like... You want to deny business to places showing Fox News, for instance, but then you can't get anything done.	['1633654141602938880']	0	2	1	0	4	25297764	
456	en	everyone	387769772	2023-03-09T02:21:13.000Z	[{'type': 'retweeted', 'id': '1633646136815939585'}]	1633654140646617093	1633654140646617093	"RT @TomthunkitsMind: After burning all their MAGA gear...
https://t.co/TtEikrvESA 04"	['1633654140646617093']	10	0	0	0	0		
457	en	everyone	1598352785128402944	2023-03-09T02:21:12.000Z	[{'type': 'retweeted', 'id': '1633621571205050369'}]	1633654134359609346	1633654134359609346	RT @leslibless: Here is Antifa changing their clothes into the ‘MAGA look’ on J6! https://t.co/LKI3QzLUQi	['1633654134359609346']	577	0	0	0	0		
458	en	everyone	864294531549757442	2023-03-09T02:21:10.000Z	[{'type': 'replied_to', 'id': '1633588382097100802'}]	1633588382097100802	1633654127656939523	@ElijahSchaffer Another MAGA creature that has to possess a big truck and guns to be a man.  Disgusting.	['1633654127656939523']	0	0	0	0	2	350822109	
459	en	everyone	254565033	2023-03-09T02:21:08.000Z	[{'type': 'retweeted', 'id': '1633561111260983296'}]	1633654121189330944	1633654121189330944	RT @RogueCitizenOne: On Tuesday, April 4th, #Wisconsin has a chance to flip its State Supreme Court. Now, a MAGA Super PAC has dumped $3.2M…	['1633654121189330944']	98	0	0	0	0		
460	en	everyone	1477071867219304449	2023-03-09T02:21:07.000Z	[{'type': 'retweeted', 'id': '1633590892274565124'}]	1633654113153224712	1633654113153224712	"RT @1fr33dom: Please follow my great friend HANK! 

He’s an American loving and 100% MAGA through ‘n’ through! 

🐸🇺🇸👉🏻@DeplorableHank1👈🏻🇺🇸🐸…"	['1633654113153224712']	43	0	0	0	0		
461	en	everyone	1490369497357770755	2023-03-09T02:21:06.000Z	[{'type': 'replied_to', 'id': '1633649042520526848'}]	1633500173233172481	1633654112490344449	@ArthurBranch_DA @Rinkytone @kyledcheney And Babbit got the Ultimate prize. Play stupid games, win stupid prizes. Remember that for next time MAGA.	['1633654112490344449']	0	0	0	0	1	1597776021528477699	
462	en	everyone	814228485367533572	2023-03-09T02:21:05.000Z	[{'type': 'replied_to', 'id': '1633653084575653889'}]	1633460997880188930	1633654107482509312	@jim_enloe @AmericanMinori6 @FloridadadD @krassenstein @jim_enloe who orchestrated and incited the violence and MAGA supporters are questioning why Ray Epps isn't in jail, like he should be for what he did. And then you people are trying to frame President Trump with what Epps and Sullivan ACTUALLY did.	['1633654107482509312']	0	0	0	0	1	814228485367533572	
463	en	everyone	1493184350346788865	2023-03-09T02:21:04.000Z	[{'type': 'replied_to', 'id': '1631709771408498688'}]	1631690899020292096	1633654104051392512	"@SwagColonel @EdWorkforceCmte @RepStefanik so you want Anarchy, that's what you MAGA f**ks want?

No Goverment = Anarchy"	['1633654104051392512']	0	0	0	0	1	1469752902914916355	
464	en	everyone	103587532	2023-03-09T02:21:04.000Z	[{'type': 'retweeted', 'id': '1633569289532833793'}]	1633654103560577025	1633654103560577025	RT @zeteamd: @99JWD @GreyLady45 @DharmaPatriot @Pat10th @mother_tx @NAvila408 @Lauria1960 @re4joe @keith0sta @Langer424 @Warrior417 @Tex_2A…	['1633654103560577025']	55	0	0	0	0		
465	en	everyone	1514057058353565700	2023-03-09T02:21:03.000Z	[{'type': 'replied_to', 'id': '1633530132794073088'}]	1633523554489622528	1633654099198767104	@1JessicaEliza @DiscoBiscuit78 Yeah, Trump wants to give Russia chunks of Ukraine and maga is all about worshipping trump	['1633654099198767104']	0	0	1	0	28	1529185253490933762	
466	en	everyone	1396227514687803398	2023-03-09T02:21:03.000Z	[{'type': 'quoted', 'id': '1633590335577128960'}]	1633654098531606529	1633654098531606529	Trump-endorsed MAGA Daniel Goldman betrayed us 😭😭😭 https://t.co/PqDquRWGk7	['1633654098531606529']	0	0	3	0	186		
467	en	everyone	803386505297330176	2023-03-09T02:21:03.000Z	[{'type': 'retweeted', 'id': '1633600197602476033'}]	1633654097105547265	1633654097105547265	RT @OccupyDemocrats: BREAKING: The GOP campaign aide who accused MAGA Republican heavyweight Matt Schlapp of sexual battery comes forward t…	['1633654097105547265']	665	0	0	0	0		
468	en	everyone	48103098	2023-03-09T02:21:01.000Z	[{'type': 'retweeted', 'id': '1633608073536327680'}]	1633654090709319682	1633654090709319682	RT @usintegrityorg: Today, as @RepMTG announced a plan to organize field trips for her fellow MAGA Republicans in Congress to visit January…	['1633654090709319682']	4	0	0	0	0		
469	en	everyone	1582059768696344576	2023-03-09T02:21:01.000Z	[{'type': 'replied_to', 'id': '1631289461173792768'}]	1631007628590710786	1633654089044340737	@Me_Va1e_Madre @EWTN What's wrong with MAGA? Do you know what it means?	['1633654089044340737']	0	0	0	0	1	1422349264361988111	
470	en	everyone	827011760876093440	2023-03-09T02:21:00.000Z	[{'type': 'retweeted', 'id': '1633540056022409229'}]	1633654085546065920	1633654085546065920	RT @MartyTa94849826: The MAGA talking points are so wrong about Jan6. We did not get our info about what happened from the Jan6 Committee.…	['1633654085546065920']	49	0	0	0	0		
471	en	everyone	1574096740696920065	2023-03-09T02:21:00.000Z		1633654084409368580	1633654084409368580	"Arizona Republicans Make Election Breakthrough  #MAGA #TRUMP2024 #Trump

https://t.co/OL8RFNtVAg"	['1633654084409368580']	0	0	0	0	4		
472	en	everyone	1585814307832471552	2023-03-09T02:21:00.000Z	[{'type': 'retweeted', 'id': '1633518559342075920'}]	1633654083822268416	1633654083822268416	RT @Antman0528: Ask yourself this question. Why are the Democrats, the media, @Liz_Cheney &amp; @AdamKinzinger working so hard to protect Ray E…	['1633654083822268416']	328	0	0	0	0		
473	en	everyone	3741742516	2023-03-09T02:20:58.000Z	[{'type': 'replied_to', 'id': '1633554559204204546'}]	1633554559204204546	1633654076826066945	"@tedcruz The people did decide.
Trump LOST. 
Insurrectionists LOST.
MAGA LOST.
Indictments and convictions to come."	['1633654076826066945']	0	0	0	0	3	23022687	
474	en	everyone	1470437687026876422	2023-03-09T02:20:57.000Z	[{'type': 'replied_to', 'id': '1633286972230836229'}]	1633286972230836229	1633654073521217536	@HalfwayPost Excellent boycot them.  The fewer MAGA voters there are, the sooner the world can resume reality.	['1633654073521217536']	0	0	0	0	0	877334331504513025	
475	en	everyone	115122549	2023-03-09T02:20:57.000Z	[{'type': 'retweeted', 'id': '1633650866216652800'}]	1633654072837545987	1633654072837545987	"RT @JRHorsting: These truth torpedos, destroy Maga, Trump, Tucker, Fox News, &amp; GOP Alt-reality.

It's always been a lie.

Great explanation…"	['1633654072837545987']	1	0	0	0	0		
476	en	everyone	386072477	2023-03-09T02:20:56.000Z	[{'type': 'retweeted', 'id': '1633612605129641984'}]	1633654068286574603	1633654068286574603	RT @realTuckFrumper: MAGA hoaxer Jacob Wohl found to have violated the KKK Act by federal judge https://t.co/4bdFfhmKTG	['1633654068286574603']	69	0	0	0	0		
477	en	everyone	1537445065466863617	2023-03-09T02:20:56.000Z	[{'type': 'retweeted', 'id': '1633647369899192323'}]	1633654068244631556	1633654068244631556	"RT @sneckpad: Can MAGA actually map out or show me on some mapping website how they view a Trump 2024 victory in the swing states? 

Do the…"	['1633654068244631556']	1	0	0	0	0		
478	en	everyone	1010674733862572032	2023-03-09T02:20:55.000Z	[{'type': 'retweeted', 'id': '1633621571205050369'}]	1633654066638204928	1633654066638204928	RT @leslibless: Here is Antifa changing their clothes into the ‘MAGA look’ on J6! https://t.co/LKI3QzLUQi	['1633654066638204928']	577	0	0	0	0		
479	en	everyone	16497828	2023-03-09T02:20:53.000Z		1633654056496291840	1633654056496291840	We better talk about Fox on Twitter and how they lied to their viewers. We have plenty of MAGA on here lately and they are not hearing about it on Fox. This is our network opportunity to inform them that Fox is in big trouble. Get the word out.	['1633654056496291840']	0	0	0	0	3		
480	en	everyone	3320601431	2023-03-09T02:20:53.000Z	[{'type': 'replied_to', 'id': '1633489176850055168'}]	1633488176990830592	1633654056211169282	@AnneCW @JoJoFromJerz How many more examples do you need, of the rest of MSM lying and deceiving you? Trump/Russia collusion, Smollette, was lynched by MAGA, Rittenhouse is a White Supremacist, and Hunter's laptop is Russian misinformation. They all lied. This list is long. Do you enjoy being lied to?	['1633654056211169282']	0	0	0	0	5	17858846	
481	en	everyone	936789460120981506	2023-03-09T02:20:53.000Z	[{'type': 'retweeted', 'id': '1633280651699814400'}]	1633654055812710400	1633654055812710400	RT @bennyjohnson: 🚨BREAKING: In an interview with Tucker Carlson, former Capitol Police Lieutenant who was suspended for wearing MAGA hat s…	['1633654055812710400']	7070	0	0	0	0		
482	en	everyone	216101040	2023-03-09T02:20:53.000Z	[{'type': 'retweeted', 'id': '1633600197602476033'}]	1633654055607083012	1633654055607083012	RT @OccupyDemocrats: BREAKING: The GOP campaign aide who accused MAGA Republican heavyweight Matt Schlapp of sexual battery comes forward t…	['1633654055607083012']	665	0	0	0	0		
483	en	everyone	18124083	2023-03-09T02:20:51.000Z	[{'type': 'retweeted', 'id': '1633551291606523905'}]	1633654048909033473	1633654048909033473	RT @AaronParnas: 🚨 This is the MOST important election of 2023, and a MAGA-funded PAC just dropped $3.2 million to prop up their candidate…	['1633654048909033473']	287	0	0	0	0		
484	en	everyone	2273115470	2023-03-09T02:20:51.000Z	[{'type': 'retweeted', 'id': '1633496010537181184'}]	1633654048682303489	1633654048682303489	RT @votevets: Let’s not forget @SpeakerMcCarthy gave in to MAGA extremists and handed Tucker Carlson the footage, giving a permission slip…	['1633654048682303489']	211	0	0	0	0		
485	en	everyone	1585385940553531458	2023-03-09T02:20:50.000Z	[{'type': 'retweeted', 'id': '1633432287059558402'}]	1633654044400013312	1633654044400013312	RT @RonFilipkowski: Part of the reason why he is failing to draw anyone for his events is right-wingers have figured out he has nothing to…	['1633654044400013312']	1837	0	0	0	0		
486	en	everyone	1014729192498294785	2023-03-09T02:20:50.000Z	[{'type': 'replied_to', 'id': '1633630907323015169'}]	1633626493191622656	1633654044098166784	@nhmtnbkr1 That is my hope too. The MAGA generation will be dying off in the next 10-15 years. Every year there are less of them and more Gen Z. Now if we can just get the next gen to vote! 😁	['1633654044098166784']	0	0	0	0	1	1599290425	
487	en	everyone	32567244	2023-03-09T02:20:50.000Z	[{'type': 'replied_to', 'id': '1633487101600620546'}]	1633487101600620546	1633654043741396993	"@RepJeffries ""Extreme MAGA Republicans...""

Like the squad?  Democratic socialists?"	['1633654043741396993']	0	0	0	0	2	467823431	
488	en	everyone	1458333966453428227	2023-03-09T02:20:50.000Z	[{'type': 'retweeted', 'id': '1631217934121959424'}]	1633654043493974016	1633654043493974016	"RT @saltinesnack: 🤣🤣🤣🤣🤣🤣🤣🤣 I love her. She triggers the libtards harrrrd. 

“It’s ultra MAGA.”

 https://t.co/pvKjeK35RF"	['1633654043493974016']	43	0	0	0	0		
489	en	everyone	1586097663367225345	2023-03-09T02:20:49.000Z	[{'type': 'retweeted', 'id': '1548038280259649536'}]	1633654040608509953	1633654040608509953	"RT @DerrickEvans_WV: Never before released footage of #Jan6 that I took. 

Received a fist bump from a police officer who never asked anyon…"	['1633654040608509953']	12309	0	0	0	0		
490	en	everyone	244956385	2023-03-09T02:20:49.000Z	[{'type': 'retweeted', 'id': '1633569264488820736'}]	1633654039463223299	1633654039463223299	RT @OccupyDemocrats: BREAKING: Speaker Kevin McCarthy spits in the face of Ukraine's heroic President Zelensky by refusing his invitation t…	['1633654039463223299']	706	0	0	0	0		
491	en	everyone	1511744969983377410	2023-03-09T02:20:49.000Z	[{'type': 'retweeted', 'id': '1633602769386106880'}]	1633654038259433474	1633654038259433474	"RT @emma6USA: Wednesday Blessings🙏
@Bellamari8mazz @LindaNTx @SirFlyzalot @1mir_r @JanetTX_Blessed @JanetFr11616397 @laura_7771 @PriamtheB…"	['1633654038259433474']	118	0	0	0	0		
492	en	everyone	1594488531476439043	2023-03-09T02:20:49.000Z	[{'type': 'replied_to', 'id': '1633456124186832896'}]	1633456124186832896	1633654038129459202	@BillKristol The investigations, the witch hunts, the court cases, the bashing has done nothing for you people. It kept MAGA strong defending Trump. God, stupid people you are. You all went about 'taking down Trump' the wrong way. You all kept him ALIVE. Stupid people.	['1633654038129459202']	0	0	0	0	2	2800581040	
493	en	everyone	1609273749265596417	2023-03-09T02:20:48.000Z	[{'type': 'retweeted', 'id': '1633246777162838016'}]	1633654036485361664	1633654036485361664	"RT @BernadettePro17: President Trump 2024
We need to MAGA💯🇺🇲🇺🇲 https://t.co/vnVv3zBfQY"	['1633654036485361664']	14	0	0	0	0		
494	en	everyone	710174003755925506	2023-03-09T02:20:48.000Z	[{'type': 'retweeted', 'id': '1633575645581307904'}]	1633654036111998976	1633654036111998976	"RT @OccupyDemocrats: BREAKING: Former GOP Rep. Liz Cheney says ""bring it on"" to rumors that MAGA Republicans plan to launch their own inves…"	['1633654036111998976']	813	0	0	0	0		
495	en	everyone	784030159678693376	2023-03-09T02:20:47.000Z	[{'type': 'quoted', 'id': '1633646401480474624'}]	1633654030009266176	1633654030009266176	"MAGA wondering why tuck hasn’t shown them more footage.
🤣🤣🤣🤣 https://t.co/CPn1Ht5v0g"	['1633654030009266176']	0	0	0	0	22		
496	en	everyone	1300286072375709696	2023-03-09T02:20:45.000Z	[{'type': 'replied_to', 'id': '1633650875573977088'}]	1633650875573977088	1633654021251645443	@MarshaBlackburn This dumb maga is an embarrassment to good hardworking Americans.	['1633654021251645443']	0	0	0	0	3	278145569	
497	en	everyone	27620289	2023-03-09T02:20:45.000Z		1633654020861739010	1633654020861739010	"After just five memes this dude blocks.

Wow the #vatnik crowd mixed in with #MAGA #ULTRAMAGA and #AMERICAFIRST really can't meme

Just four memes and they quit

Weak and Pathetic https://t.co/54BCESEzX3"	['1633654020861739010']	0	0	1	0	7		
498	en	everyone	41925308	2023-03-09T02:20:44.000Z		1633654019016253440	1633654019016253440	MAGA hoaxer Jacob Wohl found to have violated the KKK Act by federal judge https://t.co/7n5HsxeXbr	['1633654019016253440']	0	0	0	0	5		
499	en	everyone	1630176732136484869	2023-03-09T02:20:44.000Z	[{'type': 'retweeted', 'id': '1633515634658091019'}]	1633654018567458818	1633654018567458818	"RT @TrumpWarRoom: This is a lie.

If you actually read the Axios report, it wasn’t a derogatory comment or epithet.

Just pointing out othe…"	['1633654018567458818']	117	0	0	0	0		
500	en	everyone	2847140499	2023-03-09T02:20:44.000Z	[{'type': 'retweeted', 'id': '1633595740101685250'}]	1633654017594097665	1633654017594097665	RT @BaddCompani: MAGA Congress Members REFUSE to Utter Two Simple Sentences and are EXPOSED https://t.co/KA02LzwdmN via @YouTube	['1633654017594097665']	63	0	0	0	0		
501	en	everyone	710174003755925506	2023-03-09T02:20:43.000Z	[{'type': 'retweeted', 'id': '1633466876268527617'}]	1633654015958327297	1633654015958327297	RT @TheUSASingers: Tucker Carlson, Donald Trump, &amp; the MAGA cult would like us to believe this is a video of peaceful tourists, and somehow…	['1633654015958327297']	1356	0	0	0	0		
502	en	everyone	1580713743943696385	2023-03-09T02:20:41.000Z		1633654003945943040	1633654003945943040	"Review of today's MAGA-phile theme/response:

""See, I knows a in-srek-shun whens I sees one. And if Tucka Klansman yanks out 17 minutes of video from thousands o'hours of video and tells me this ain't no in-srek-shun, why, gawl-lee sakes, me and my bots ain't gonna question it."""	['1633654003945943040']	0	0	0	0	7		
503	en	everyone	1520451463155118080	2023-03-09T02:20:40.000Z		1633654003845464065	1633654003845464065	@HawleyMO JOSH HAWLEY IS A TERRORIST AND SHOULD BE CHARGED WITH TREASON ALONG WITH TRUMP GREEN GAETZ JOHNSON CRUZ JORDAN SCOTT AND EVERY GOP ( GROUP OF PR1CKS) WHO TOOK PART RAISED HIS HAND AT THE MAGA CRACK POTS &amp; SEEN RUNNING LIKE A LITTLE BITCH THAT YOU R. HAWLEY 4 TREASON	['1633654003845464065']	0	0	0	0	3	2352629311	
504	en	everyone	2382551124	2023-03-09T02:20:40.000Z	[{'type': 'replied_to', 'id': '1631739374537768975'}]	1627286838544048128	1633654001727143937	@QtPossiblyLucky @QPsyOps @G_I_Am @Phil_Lewis_ Awww bless your heart.  Wow you're Gay and you're sporting a MAGA hat? Lots of self hatred going on in that lil brain	['1633654001727143937']	0	0	0	0	5	1458876393325043719	
505	en	everyone	1466250638	2023-03-09T02:20:40.000Z	[{'type': 'retweeted', 'id': '1633578930363072512'}]	1633654000468783160	1633654000468783160	RT @RobCast1671: @Andie00471 Great point Puddin Pop! MAGA will defend terrorism as long as it’s white, wrapped in a Bible, and wearing a du…	['1633654000468783160']	0	0	0	0	0		
506	en	everyone	1246958307274895365	2023-03-09T02:20:39.000Z	[{'type': 'retweeted', 'id': '1633520925621760000'}]	1633653997964804103	1633653997964804103	RT @TheRickyDavila: It’s disgusting that over two years later the main architects of the January 6 insurrection remain free to incite more…	['1633653997964804103']	81	0	0	0	0		
507	en	everyone	1587850409003126787	2023-03-09T02:20:39.000Z	[{'type': 'replied_to', 'id': '1633576200042848256'}]	1633576200042848256	1633653997419610116	@WhipKClark You act like maga is a bad thing. MAKE AMERICA GREAT AGAIN. meanwhile your kid is a little antifa thug who assaulted a cop. Get your own shit in order B4 you judge anyone else you commie	['1633653997419610116']	0	0	0	0	2	2293131060	
